site_id,field_id,field_path,section,value_type,expected_state,expected_value_json,example_value_json,evidence_class,source,suggested_method,match_rule,notes
tacc-stampede3,33,/slurm/partitions/rtx-small/features,slurm,array,,,[],configuration,,"doc: Stampede3 user guide, node and GPU hardware specifications",set,Model kept field: Feature constraints identify hardware capability.
tacc-stampede3,34,/htcondor,htcondor,object,,,null,configuration,,measurement: command -v condor_status,exact_trimmed_lower,Model kept field: Null scheduler object tests supported scheduler absence.
tacc-stampede3,35,/storage/home/environment_variables,storage,array,,,"[""HOME""]",configuration,,measurement: env | sort; derive reviewed named storage,set,Model kept field: Actionable path-discovery interface.
tacc-stampede3,35,/storage/home/path_pattern,storage,string,,,"""/home1/10724/{username}""",configuration,,measurement: env | sort; derive reviewed named storage,exact_trimmed_lower,Model kept field: Actionable storage location fact.
tacc-stampede3,35,/storage/home/filesystem_type,storage,string,,,"""nfs""",configuration,,measurement: stat -f -c %T -- <storage-path>,exact_trimmed_lower,Model kept field: Filesystem behavior affects compatibility.
tacc-stampede3,35,/storage/home/login_readable,storage,boolean,,,true,configuration,,measurement: test -r <storage-path>,exact_trimmed_lower,Model kept field: Login access capability is actionable.
tacc-stampede3,35,/storage/home/login_writable,storage,boolean,,,true,configuration,,measurement: test -w <storage-path>,exact_trimmed_lower,Model kept field: Login access capability is actionable.
tacc-stampede3,35,/storage/home/compute_visible,storage,boolean,,,true,capability,,pilot: test compute visible on allocated compute nodes,exact_trimmed_lower,Model kept field: Compute visibility affects job data access.
tacc-stampede3,35,/storage/home/compute_readable,storage,boolean,,,true,capability,,pilot: test compute readable on allocated compute nodes,exact_trimmed_lower,Model kept field: Compute access capability is actionable.
tacc-stampede3,35,/storage/home/compute_writable,storage,boolean,,,null,capability,,pilot: test compute writable on allocated compute nodes,exact_trimmed_lower,Model kept field: Compute-write abstention is compatibility-relevant.
tacc-stampede3,35,/storage/home/shared_across_compute_nodes,storage,boolean,,,true,capability,,pilot: test shared across compute nodes on allocated compute nodes,exact_trimmed_lower,Model kept field: Cross-node visibility affects distributed jobs.
tacc-stampede3,35,/storage/home/purge_after_days,storage,integer,,,null,policy,,"doc: Stampede3 user guide, storage backup and purge policy",numeric_exact,Model kept field: Retention limit or abstention is actionable.
tacc-stampede3,36,/storage/scratch/environment_variables,storage,array,,,"[""SCRATCH""]",configuration,,measurement: env | sort; derive reviewed named storage,set,Model kept field: Actionable path-discovery interface.
tacc-stampede3,36,/storage/scratch/path_pattern,storage,string,,,"""/scratch/10724/{username}""",configuration,,measurement: env | sort; derive reviewed named storage,exact_trimmed_lower,Model kept field: Actionable storage location fact.
tacc-stampede3,36,/storage/scratch/filesystem_type,storage,string,,,"""nfs""",configuration,,measurement: stat -f -c %T -- <storage-path>,exact_trimmed_lower,Model kept field: Filesystem behavior affects compatibility.
tacc-stampede3,36,/storage/scratch/login_readable,storage,boolean,,,true,configuration,,measurement: test -r <storage-path>,exact_trimmed_lower,Model kept field: Login access capability is actionable.
tacc-stampede3,36,/storage/scratch/login_writable,storage,boolean,,,true,configuration,,measurement: test -w <storage-path>,exact_trimmed_lower,Model kept field: Login access capability is actionable.
tacc-stampede3,36,/storage/scratch/compute_visible,storage,boolean,,,true,capability,,pilot: test compute visible on allocated compute nodes,exact_trimmed_lower,Model kept field: Compute visibility affects job data access.
tacc-stampede3,36,/storage/scratch/compute_readable,storage,boolean,,,true,capability,,pilot: test compute readable on allocated compute nodes,exact_trimmed_lower,Model kept field: Compute access capability is actionable.
tacc-stampede3,36,/storage/scratch/compute_writable,storage,boolean,,,null,capability,,pilot: test compute writable on allocated compute nodes,exact_trimmed_lower,Model kept field: Compute-write abstention is compatibility-relevant.
tacc-stampede3,36,/storage/scratch/shared_across_compute_nodes,storage,boolean,,,true,capability,,pilot: test shared across compute nodes on allocated compute nodes,exact_trimmed_lower,Model kept field: Cross-node visibility affects distributed jobs.
tacc-stampede3,36,/storage/scratch/purge_after_days,storage,integer,,,10,policy,,"doc: Stampede3 user guide, storage backup and purge policy",numeric_exact,Model kept field: Retention limit is actionable.
tacc-stampede3,37,/storage/work/environment_variables,storage,array,,,"[""WORK""]",configuration,,measurement: env | sort; derive reviewed named storage,set,Model kept field: Actionable path-discovery interface.
tacc-stampede3,37,/storage/work/path_pattern,storage,string,,,"""/work2/10724/{username}/stampede3""",configuration,,measurement: env | sort; derive reviewed named storage,exact_trimmed_lower,Model kept field: Actionable storage location fact.
tacc-stampede3,37,/storage/work/filesystem_type,storage,string,,,"""lustre""",configuration,,measurement: stat -f -c %T -- <storage-path>,exact_trimmed_lower,Model kept field: Filesystem behavior affects compatibility.
tacc-stampede3,37,/storage/work/login_readable,storage,boolean,,,true,configuration,,measurement: test -r <storage-path>,exact_trimmed_lower,Model kept field: Login access capability is actionable.
tacc-stampede3,37,/storage/work/login_writable,storage,boolean,,,true,configuration,,measurement: test -w <storage-path>,exact_trimmed_lower,Model kept field: Login access capability is actionable.
tacc-stampede3,37,/storage/work/compute_visible,storage,boolean,,,true,capability,,pilot: test compute visible on allocated compute nodes,exact_trimmed_lower,Model kept field: Compute visibility affects job data access.
tacc-stampede3,37,/storage/work/compute_readable,storage,boolean,,,true,capability,,pilot: test compute readable on allocated compute nodes,exact_trimmed_lower,Model kept field: Compute access capability is actionable.
tacc-stampede3,37,/storage/work/compute_writable,storage,boolean,,,null,capability,,pilot: test compute writable on allocated compute nodes,exact_trimmed_lower,Model kept field: Compute-write abstention is compatibility-relevant.
tacc-stampede3,37,/storage/work/shared_across_compute_nodes,storage,boolean,,,true,capability,,pilot: test shared across compute nodes on allocated compute nodes,exact_trimmed_lower,Model kept field: Cross-node visibility affects distributed jobs.
tacc-stampede3,37,/storage/work/purge_after_days,storage,integer,,,null,policy,,"doc: Stampede3 user guide, storage backup and purge policy",numeric_exact,Model kept field: Retention limit or abstention is actionable.
tacc-stampede3,38,/network/login/hostname_patterns,network,array,,,"[""*.stampede3.tacc.utexas.edu""]",identity,,measurement: hostname -f,set,Model kept field: Identity and connection targeting fact.
tacc-stampede3,39,/network/login/dns_resolution,network,boolean,,,null,configuration,,measurement: getent hosts $(hostname -f),exact_trimmed_lower,Model kept field: Network capability or abstention affects workflows.
tacc-stampede3,40,/network/login/outbound_https,network,boolean,,,null,configuration,,measurement: curl -I --max-time 10 https://docs.tacc.utexas.edu/,exact_trimmed_lower,Model kept field: Network capability or abstention affects workflows.
tacc-stampede3,41,/network/login/local_tcp_bind,network,boolean,,,null,configuration,,measurement: bounded local socket collector test,exact_trimmed_lower,Model kept field: Network capability or abstention affects services.
tacc-stampede3,42,/network/login/local_tcp_loopback,network,boolean,,,null,configuration,,measurement: bounded local socket collector test,exact_trimmed_lower,Model kept field: Network capability or abstention affects services.
tacc-stampede3,43,/network/compute/hostname_patterns,network,array,,,[],identity,,pilot: test hostname patterns on a compute node,set,Model kept field: Compute-node identity pattern is material.
tacc-stampede3,44,/network/compute/dns_resolution,network,boolean,,,null,capability,,pilot: test dns resolution on a compute node,exact_trimmed_lower,Model kept field: Network capability or abstention affects workflows.
tacc-stampede3,45,/network/compute/outbound_https,network,boolean,,,null,capability,,pilot: test outbound https on a compute node,exact_trimmed_lower,Model kept field: Network capability or abstention affects workflows.
tacc-stampede3,46,/network/compute/local_tcp_bind,network,boolean,,,null,capability,,pilot: test local tcp bind on a compute node,exact_trimmed_lower,Model kept field: Network capability or abstention affects services.
tacc-stampede3,47,/network/compute/local_tcp_loopback,network,boolean,,,null,capability,,pilot: test local tcp loopback on a compute node,exact_trimmed_lower,Model kept field: Network capability or abstention affects services.
tacc-stampede3,48,/network/login_compute/tcp_connect,network,boolean,,,true,capability,,pilot: test login-to-compute TCP on explicitly selected ports,exact_trimmed_lower,Model kept field: Inter-tier connectivity is preflight-relevant.
tacc-stampede3,49,/network/login_compute/verified_ports,network,array,,,null,capability,,pilot: test login-to-compute TCP on explicitly selected ports,set,Model kept field: Verified-port abstention is material connectivity evidence.
tacc-stampede3,50,/network/login_compute/suggested_port_range,network,string,,,null,capability,,pilot: test login-to-compute TCP on explicitly selected ports,exact_trimmed_lower,Model kept field: Port-range abstention is material workflow guidance.
tacc-stampede3,51,/network/compute_compute/tcp_connect,network,boolean,,,true,capability,,pilot: test compute-to-compute TCP on explicitly selected ports,exact_trimmed_lower,Model kept field: Inter-node connectivity is preflight-relevant.
tacc-stampede3,52,/network/compute_compute/verified_ports,network,array,,,null,capability,,pilot: test compute-to-compute TCP on explicitly selected ports,set,Model kept field: Verified-port abstention is material connectivity evidence.
tacc-stampede3,53,/network/compute_compute/suggested_port_range,network,string,,,null,capability,,pilot: test compute-to-compute TCP on explicitly selected ports,exact_trimmed_lower,Model kept field: Port-range abstention is material workflow guidance.
tacc-stampede3,54,/accounting/allocation_required,accounting,boolean,,,null,policy,,"doc: Stampede3 user guide, allocation and Service Unit rules",exact_trimmed_lower,Model kept field: Allocation requirement or abstention affects submission.
tacc-stampede3,55,/accounting/filesystem_storage_charged,accounting,boolean,,,null,policy,,"doc: Stampede3 user guide, allocation and Service Unit rules",exact_trimmed_lower,Model kept field: Storage charging policy or abstention is actionable.
